datum;nummer1;nummer2;nummer3;nummer4;nummer5;zz1;zz2;spielEinsatz;anzahlKlasse1;quoteKlasse1;anzahlKlasse2;quoteKlasse2;anzahlKlasse3;quoteKlasse3;anzahlKlasse4;quoteKlasse4;anzahlKlasse5;quoteKlasse5;anzahlKlasse6;quoteKlasse6;anzahlKlasse7;quoteKlasse7;anzahlKlasse8;quoteKlasse8;anzahlKlasse9;quoteKlasse9;anzahlKlasse10;quoteKlasse10;anzahlKlasse11;quoteKlasse11;anzahlKlasse12;quoteKlasse12;tag
10.01.2023;9;16;27;41;45;1;4;25.812.596,00 €;0;0,00 €;3;369.980,50 €;3;208.651,80 €;26;3.971,10 €;445;290,00 €;828;171,40 €;1.046;98,70 €;11.621;28,30 €;18.461;19,90 €;40.731;17,10 €;61.679;14,10 €;256.507;10,20 €;Di
13.01.2023;7;14;34;41;49;4;9;50.131.230,00 €;0;0,00 €;3;718.547,60 €;11;110.516,50 €;64;3.133,20 €;1.037;241,70 €;2.613;105,50 €;1.955;102,50 €;33.772;18,90 €;38.349;18,60 €;79.170;17,00 €;171.967;9,80 €;534.565;9,50 €;Fr
17.01.2023;6;11;16;35;44;2;6;30.006.738,00 €;0;0,00 €;0;0,00 €;2;363.831,70 €;20;6.001,30 €;537;279,30 €;1.185;139,20 €;999;120,10 €;17.701;21,60 €;22.031;19,40 €;45.948;17,60 €;91.888;11,00 €;319.902;9,50 €;Di
20.01.2023;1;12;15;31;47;9;10;54.340.762,00 €;0;0,00 €;4;906.735,60 €;5;263.552,60 €;27;8.050,40 €;763;356,00 €;1.551;192,60 €;1.687;128,80 €;23.518;29,40 €;35.240;21,90 €;80.763;18,10 €;126.511;14,40 €;527.464;10,40 €;Fr
24.01.2023;9;16;17;27;31;1;9;36.944.640,00 €;0;0,00 €;3;529.539,80 €;6;149.317,90 €;31;4.767,00 €;640;288,60 €;1.359;149,50 €;1.386;106,60 €;19.363;24,30 €;28.541;18,40 €;62.942;15,80 €;96.081;12,90 €;393.217;9,50 €;Di
27.01.2023;4;9;29;34;37;3;12;65.625.708,00 €;0;0,00 €;6;470.317,50 €;9;176.824,80 €;30;8.750,00 €;860;381,50 €;1.762;204,80 €;2.435;107,80 €;25.350;33,00 €;45.477;20,50 €;110.652;16,50 €;130.725;16,50 €;646.231;10,30 €;Fr
31.01.2023;20;21;30;41;43;10;11;53.349.116,00 €;1;107.469.011,20 €;3;764.670,60 €;9;143.746,20 €;30;7.113,20 €;634;420,70 €;1.336;219,60 €;1.581;134,90 €;19.373;35,10 €;30.048;25,30 €;70.563;19,30 €;102.329;17,50 €;456.398;11,80 €;Di
03.02.2023;1;7;17;44;50;2;10;41.418.596,00 €;0;0,00 €;1;1.780.999,60 €;11;91.309,10 €;40;4.141,80 €;653;317,10 €;1.567;145,30 €;1.590;104,10 €;21.454;24,60 €;29.575;19,90 €;68.633;16,20 €;112.348;12,40 €;424.494;9,90 €;Fr
07.02.2023;10;15;25;37;46;7;12;23.319.254,00 €;0;0,00 €;3;334.242,60 €;2;282.745,90 €;15;6.218,40 €;336;347,00 €;667;192,20 €;787;118,50 €;9.280;32,00 €;15.620;21,20 €;36.834;17,00 €;48.968;16,00 €;221.162;10,70 €;Di
10.02.2023;3;10;20;36;42;8;10;41.583.194,00 €;0;0,00 €;2;894.038,60 €;2;504.195,20 €;29;5.735,60 €;619;335,80 €;1.228;186,20 €;1.282;129,70 €;19.037;27,80 €;28.413;20,80 €;59.819;18,70 €;100.524;13,90 €;427.678;9,80 €;Fr
14.02.2023;1;2;6;14;45;2;7;26.037.988,00 €;0;0,00 €;0;0,00 €;3;210.473,70 €;27;3.857,40 €;404;322,20 €;1.109;130,80 €;781;130,80 €;17.133;19,30 €;19.459;19,00 €;37.827;18,50 €;89.950;9,70 €;281.826;9,30 €;Di
17.02.2023;5;12;15;21;39;3;4;44.061.528,00 €;1;40.254.187,60 €;1;3.014.279,10 €;5;213.698,40 €;48;3.671,70 €;868;253,80 €;1.754;138,10 €;1.621;108,70 €;24.794;22,60 €;40.108;26,10 €;72.557;16,10 €;125.722;11,80 €;546.930;8,10 €;Fr
21.02.2023;13;20;34;38;43;3;6;21.339.124,00 €;1;10.000.000,00 €;3;305.860,70 €;4;129.368,40 €;20;4.267,80 €;347;307,40 €;918;127,80 €;782;109,10 €;12.632;21,50 €;15.998;19,00 €;32.663;17,60 €;67.421;10,60 €;227.339;9,50 €;Di
24.02.2023;1;5;12;18;20;6;7;36.944.520,00 €;0;0,00 €;8;198.576,70 €;9;99.544,90 €;51;2.897,60 €;1.002;184,30 €;1.588;127,90 €;1.920;76,90 €;21.585;21,80 €;35.339;14,80 €;69.091;14,40 €;101.755;12,20 €;447.393;8,30 €;Fr
28.02.2023;6;20;27;38;49;3;9;22.199.714,00 €;0;0,00 €;1;954.587,70 €;2;269.171,50 €;37;2.399,90 €;383;289,80 €;1.083;115,70 €;739;115,70 €;15.297;18,80 €;16.506;18,80 €;34.364;17,40 €;79.581;9,40 €;238.370;9,40 €;Di
03.03.2023;1;18;37;46;48;3;7;40.491.084,00 €;0;0,00 €;0;0,00 €;2;490.954,30 €;33;4.908,00 €;510;396,90 €;1.853;131,90 €;1.063;131,90 €;30.332;20,60 €;24.945;20,60 €;50.653;20,60 €;181.525;9,40 €;398.108;9,40 €;Fr
07.03.2023;4;11;12;16;42;3;5;24.326.494,00 €;0;0,00 €;1;2.787.155,80 €;2;294.958,70 €;18;5.405,80 €;369;329,60 €;1.000;133,70 €;841;115,70 €;15.287;20,20 €;19.494;17,70 €;39.612;16,50 €;78.607;10,40 €;282.540;8,70 €;Di
10.03.2023;6;17;22;39;46;5;12;42.542.634,00 €;0;0,00 €;6;304.888,80 €;7;147.379,80 €;23;7.398,70 €;622;341,90 €;1.110;210,70 €;1.731;98,30 €;14.282;37,90 €;26.992;22,40 €;70.763;17,50 €;76.268;17,50 €;386.360;11,10 €;Fr
14.03.2023;9;16;32;34;48;2;6;25.982.546,00 €;0;0,00 €;1;1.117.249,40 €;5;126.015,30 €;23;4.518,70 €;426;304,90 €;1.066;134,00 €;1.024;101,40 €;13.937;23,70 €;18.714;19,70 €;40.923;17,10 €;74.148;11,80 €;260.286;10,10 €;Di
17.03.2023;5;18;21;29;45;1;6;45.006.670,00 €;0;0,00 €;3;645.095,60 €;12;90.950,90 €;39;4.616,00 €;779;288,80 €;1.547;160,00 €;1.914;94,00 €;22.264;25,70 €;32.604;19,60 €;76.510;15,80 €;115.768;13,10 €;451.857;10,10 €;Fr
21.03.2023;8;13;16;44;47;6;8;28.489.746,00 €;0;0,00 €;0;0,00 €;5;138.175,20 €;24;4.748,20 €;489;291,30 €;1.215;128,90 €;965;118,00 €;16.472;22,00 €;22.275;18,20 €;44.561;17,20 €;84.297;11,40 €;316.869;9,10 €;Di
24.03.2023;6;21;23;26;43;3;9;48.606.068,00 €;0;0,00 €;5;663.892,60 €;9;131.238,40 €;45;4.329,50 €;798;305,10 €;2.395;112,90 €;1.702;112,90 €;35.457;17,80 €;38.076;17,80 €;75.946;17,30 €;183.281;8,90 €;549.653;8,90 €;Fr
28.03.2023;6;12;36;37;44;1;11;32.926.732,00 €;1;73.860.867,70 €;0;0,00 €;2;399.236,60 €;13;10.131,30 €;455;361,80 €;820;220,80 €;1.238;106,30 €;12.333;34,00 €;19.664;23,80 €;57.446;16,20 €;65.751;16,20 €;289.664;11,50 €;Di
31.03.2023;10;11;31;37;44;5;12;37.520.370,00 €;1;10.000.000,00 €;1;3.029.225,30 €;6;151.644,80 €;18;8.337,80 €;455;412,30 €;846;243,90 €;1.161;129,20 €;12.493;38,20 €;22.490;23,70 €;60.036;18,00 €;66.307;18,00 €;337.657;11,20 €;Fr
04.04.2023;1;15;19;24;33;7;8;21.595.328,00 €;0;0,00 €;1;928.599,10 €;7;74.812,30 €;31;2.786,40 €;477;226,30 €;964;123,20 €;781;110,60 €;12.090;22,70 €;20.088;15,60 €;37.006;15,60 €;60.932;11,90 €;260.689;8,40 €;Di
07.04.2023;16;28;32;36;48;5;10;36.609.730,00 €;0;0,00 €;3;524.739,40 €;9;98.642,80 €;48;3.050,80 €;708;258,50 €;1.459;138,00 €;1.544;94,80 €;19.266;24,20 €;26.245;19,80 €;59.313;16,60 €;100.308;12,30 €;356.553;10,40 €;Fr
11.04.2023;5;19;33;37;42;7;9;21.459.258,00 €;0;0,00 €;1;922.748,00 €;4;130.096,70 €;22;3.901,60 €;437;247,50 €;922;128,00 €;838;102,40 €;12.267;22,30 €;17.903;17,10 €;33.742;17,10 €;63.256;11,40 €;247.721;8,70 €;Di
14.04.2023;7;11;20;21;29;6;11;39.916.296,00 €;0;0,00 €;5;343.280,10 €;11;87.997,20 €;29;5.505,60 €;711;280,70 €;1.073;204,60 €;1.977;80,70 €;15.214;33,40 €;30.146;18,80 €;85.340;15,00 €;75.557;15,00 €;393.173;10,30 €;Fr
18.04.2023;16;28;31;35;42;2;10;24.803.832,00 €;0;0,00 €;2;533.282,30 €;5;120.298,50 €;25;3.968,60 €;389;318,80 €;854;159,70 €;980;101,20 €;12.054;26,20 €;16.598;21,20 €;38.014;17,60 €;64.136;13,00 €;232.760;10,80 €;Di
21.04.2023;5;13;16;41;45;3;6;41.411.658,00 €;0;0,00 €;1;1.780.701,20 €;5;200.846,50 €;25;6.625,80 €;550;376,40 €;1.735;134,40 €;1.191;134,40 €;26.194;20,10 €;29.400;20,00 €;58.148;19,20 €;143.141;9,70 €;444.502;9,40 €;Fr
25.04.2023;12;21;24;28;40;1;3;27.558.910,00 €;1;46.857.546,20 €;1;1.185.033,10 €;4;167.075,80 €;19;5.801,80 €;422;326,50 €;994;152,40 €;880;125,20 €;13.685;25,60 €;20.159;19,40 €;44.293;16,70 €;69.420;13,30 €;293.244;9,50 €;Di
28.04.2023;4;8;9;30;35;6;7;36.474.324,00 €;0;0,00 €;5;313.679,10 €;4;221.125,50 €;28;5.210,60 €;586;311,20 €;1.291;155,30 €;1.199;121,60 €;19.109;24,30 €;27.795;18,60 €;57.161;17,20 €;101.177;12,10 €;413.155;8,90 €;Fr
02.05.2023;11;12;13;23;26;11;12;20.300.706,00 €;1;13.654.127,00 €;1;872.930,30 €;7;70.327,40 €;24;3.383,40 €;270;375,90 €;714;156,30 €;1.153;70,40 €;8.281;31,20 €;11.840;24,40 €;44.728;14,70 €;39.107;14,70 €;172.241;11,90 €;Di
05.05.2023;17;18;30;33;35;6;8;35.130.456,00 €;0;0,00 €;1;1.510.609,60 €;11;77.446,60 €;36;3.903,30 €;565;310,80 €;1.369;141,10 €;1.102;127,50 €;20.568;21,70 €;25.058;19,90 €;51.358;18,40 €;106.141;11,10 €;390.735;9,10 €;Fr
09.05.2023;6;11;29;34;39;2;3;21.136.366,00 €;0;0,00 €;2;454.431,80 €;9;56.950,70 €;13;6.503,40 €;377;280,30 €;664;175,00 €;750;112,70 €;10.125;26,60 €;15.964;18,80 €;31.463;18,10 €;52.984;13,40 €;239.202;8,90 €;Di
12.05.2023;10;27;30;32;34;5;8;37.885.880,00 €;0;0,00 €;5;325.560,50 €;3;306.001,60 €;28;5.407,90 €;510;371,10 €;1.700;132,00 €;1.023;132,00 €;27.403;19,30 €;25.857;19,30 €;52.287;19,30 €;150.846;9,30 €;398.921;9,30 €;Fr
16.05.2023;28;30;32;45;46;4;8;23.634.052,00 €;0;0,00 €;0;0,00 €;4;143.281,40 €;17;5.560,90 €;289;408,80 €;800;163,40 €;574;163,40 €;13.274;23,20 €;14.166;23,20 €;29.307;18,10 €;78.849;10,60 €;221.377;10,60 €;Di
19.05.2023;1;5;8;20;35;3;12;39.553.520,00 €;0;0,00 €;3;905.688,50 €;10;95.917,20 €;28;5.650,50 €;686;288,20 €;973;223,50 €;1.799;87,90 €;13.578;37,10 €;28.780;19,50 €;73.435;16,50 €;71.783;16,50 €;387.055;10,30 €;Fr
23.05.2023;1;2;11;14;36;2;3;25.487.018,00 €;0;0,00 €;1;1.095.941,70 €;2;309.030,00 €;13;7.842,10 €;416;306,30 €;911;153,80 €;760;134,10 €;13.019;24,90 €;19.541;18,50 €;37.335;18,40 €;66.334;12,90 €;288.023;8,90 €;Di
26.05.2023;1;3;29;45;37;5;8;42.788.954,00 €;0;0,00 €;4;459.981,20 €;6;172.938,60 €;35;4.890,10 €;519;412,20 €;1.744;141,30 €;1.131;141,30 €;27.234;21,30 €;26.982;21,30 €;56.632;20,40 €;156.424;9,90 €;424.169;9,90 €;Fr
30.05.2023;2;8;16;21;39;4;5;26.781.918,00 €;0;0,00 €;3;383.874,10 €;5;129.892,30 €;24;4.463,60 €;458;292,30 €;998;147,50 €;975;109,80 €;13.962;24,40 €;20.842;18,30 €;42.927;16,80 €;72.679;12,40 €;295.786;9,10 €;Di
02.06.2023;8;9;11;13;50;6;11;48.625.804,00 €;0;0,00 €;5;418.181,90 €;13;90.705,80 €;35;5.557,20 €;721;337,20 €;1.346;198,60 €;1.944;100,00 €;18.849;32,80 €;32.495;21,30 €;86.903;15,80 €;99.085;15,80 €;470.847;10,40 €;Fr
06.06.2023;5;7;21;22;29;3;10;35.260.954,00 €;0;0,00 €;4;379.055,20 €;4;213.769,50 €;38;3.711,60 €;720;244,80 €;1.556;124,60 €;1.591;88,60 €;21.211;21,10 €;30.742;16,30 €;67.615;14,00 €;103.196;11,50 €;416.023;8,60 €;Di
09.06.2023;8;13;24;35;46;6;8;58.387.182,00 €;0;0,00 €;17;147.685,20 €;19;74.520,40 €;91;2.566,40 €;1.826;159,80 €;2.748;116,80 €;3.451;67,60 €;36.273;20,50 €;47.187;17,60 €;94.132;16,70 €;179.757;10,90 €;653.680;9,00 €;Fr
13.06.2023;11;29;32;46;47;5;7;48.795.396,00 €;0;0,00 €;5;419.640,40 €;5;236.657,60 €;39;5.004,60 €;817;298,60 €;1.927;139,20 €;1.526;127,90 €;28.577;21,70 €;34.018;20,40 €;69.668;18,90 €;158.267;10,40 €;501.190;9,80 €;Di
16.06.2023;5;19;33;36;42;7;12;83.354.676,00 €;0;0,00 €;4;896.062,70 €;11;183.759,10 €;61;5.465,80 €;1.565;266,30 €;2.427;188,80 €;3.415;97,60 €;32.799;32,40 €;57.645;20,60 €;142.479;16,00 €;172.866;16,00 €;816.039;10,30 €;Fr
20.06.2023;9;18;30;34;48;1;7;74.221.986,00 €;0;0,00 €;3;5.330.105,00 €;11;163.625,70 €;59;5.031,90 €;1.208;307,20 €;2.415;169,00 €;2.876;103,20 €;35.026;27,00 €;50.479;20,90 €;118.245;16,90 €;193.026;12,90 €;728.922;10,30 €;Di
23.06.2023;2;3;18;23;39;6;8;97.036.144,00 €;1;120.000.000,00 €;11;2.275.342,20 €;11;213.920,50 €;96;4.043,10 €;1.680;288,70 €;3.855;138,40 €;3.729;104,00 €;56.130;22,00 €;74.724;18,50 €;162.591;16,10 €;291.086;11,20 €;1.069.382;9,20 €;Fr
27.06.2023;7;10;13;34;47;5;9;26.130.624,00 €;0;0,00 €;0;0,00 €;3;211.222,50 €;43;2.430,70 €;519;251,70 €;1.301;110,40 €;1.110;94,10 €;17.923;18,50 €;22.194;16,70 €;46.757;15,00 €;87.216;10,10 €;307.052;8,60 €;Di
30.06.2023;3;14;23;41;43;2;6;39.737.830,00 €;0;0,00 €;2;1.416.171,70 €;2;481.821,10 €;32;4.967,20 €;693;286,70 €;1.613;135,40 €;1.445;110,00 €;22.456;22,50 €;29.853;18,90 €;64.436;16,60 €;121.646;11,00 €;414.767;9,70 €;Fr
04.07.2023;19;21;23;36;39;5;12;26.532.546,00 €;0;0,00 €;3;380.299,80 €;6;107.235,70 €;14;7.580,70 €;450;294,80 €;701;208,10 €;1.098;94,10 €;10.467;32,30 €;18.510;20,40 €;45.377;16,10 €;54.480;16,10 €;257.848;10,40 €;Di
07.07.2023;9;18;20;40;41;3;9;42.602.616,00 €;0;0,00 €;3;610.637,40 €;9;114.790,30 €;32;5.325,30 €;606;351,50 €;1.779;134,20 €;1.235;113,20 €;27.993;20,30 €;28.490;20,30 €;57.961;19,80 €;154.642;9,70 €;434.170;9,70 €;Fr
11.07.2023;11;15;17;24;46;2;11;27.833.262,00 €;0;0,00 €;1;1.196.830,20 €;2;337.478,30 €;18;6.185,10 €;381;365,20 €;868;176,30 €;1.059;105,10 €;12.889;27,50 €;19.077;20,70 €;48.028;15,60 €;65.876;14,20 €;276.081;10,20 €;Di
14.07.2023;2;4;12;32;50;6;8;45.882.644,00 €;0;0,00 €;3;657.651,20 €;4;278.163,50 €;45;4.078,40 €;698;328,60 €;1.827;138,10 €;1.624;113,00 €;25.877;22,60 €;33.079;19,70 €;71.243;17,30 €;139.496;11,10 €;482.274;9,60 €;Fr
18.07.2023;14;16;24;40;43;1;5;31.771.710,00 €;0;0,00 €;2;683.091,70 €;3;256.821,30 €;18;7.060,30 €;419;379,10 €;881;198,30 €;968;131,20 €;13.712;29,50 €;19.915;22,70 €;44.724;19,10 €;77.087;13,90 €;298.860;10,70 €;Di
21.07.2023;7;16;22;38;41;5;9;50.680.722,00 €;0;0,00 €;3;726.423,60 €;6;204.834,50 €;71;2.855,20 €;923;274,50 €;2.392;116,50 €;1.967;103,00 €;31.444;20,50 €;38.471;18,70 €;79.891;17,10 €;164.646;10,30 €;545.627;9,40 €;Fr
25.07.2023;3;9;11;20;39;2;3;36.616.540,00 €;0;0,00 €;5;314.902,20 €;9;98.661,20 €;33;4.438,30 €;861;212,60 €;1.562;128,90 €;1.517;95,50 €;19.924;23,40 €;35.217;15,30 €;63.245;15,30 €;95.789;12,90 €;453.830;8,10 €;Di
28.07.2023;10;16;34;36;49;3;7;58.576.582,00 €;0;0,00 €;2;1.259.396,50 €;19;74.762,20 €;77;3.042,90 €;1.062;275,70 €;2.858;113,10 €;2.060;113,10 €;43.629;18,50 €;41.680;18,50 €;85.485;18,50 €;246.142;9,20 €;613.668;9,20 €;Fr
01.08.2023;2;9;38;40;44;5;11;49.540.112,00 €;0;0,00 €;6;355.037,40 €;7;171.621,10 €;21;9.436,20 €;640;387,00 €;1.317;206,80 €;1.375;144,10 €;20.330;31,00 €;29.167;24,20 €;70.272;19,00 €;110.304;15,10 €;456.517;11,00 €;Di
04.08.2023;3;17;19;32;38;6;7;80.283.536,00 €;1;117.242.385,80 €;9;383.576,80 €;25;77.875,00 €;61;5.264,40 €;1.716;233,90 €;3.101;142,30 €;3.479;92,30 €;43.858;23,30 €;69.584;16,40 €;138.022;15,70 €;225.187;12,00 €;938.109;8,60 €;Fr
08.08.2023;6;12;25;31;37;6;9;26.323.214,00 €;1;10.000.000,00 €;2;565.949,10 €;8;79.792,20 €;27;3.899,70 €;574;229,20 €;1.239;116,80 €;1.399;75,20 €;16.727;20,00 €;21.918;17,10 €;50.180;14,10 €;82.387;10,70 €;290.676;9,10 €;Di
11.08.2023;1;35;36;38;39;3;10;38.343.108,00 €;0;0,00 €;0;0,00 €;2;464.910,10 €;14;10.955,10 €;435;440,70 €;1.035;203,70 €;937;163,60 €;17.950;27,20 €;20.496;26,60 €;42.859;24,10 €;109.271;11,80 €;343.837;11,30 €;Fr
15.08.2023;12;21;23;26;41;5;6;23.846.544,00 €;1;14.292.377,90 €;1;2.674.155,00 €;5;115.655,70 €;14;6.813,20 €;378;315,40 €;857;153,00 €;775;123,00 €;12.414;24,40 €;18.247;18,60 €;37.409;17,20 €;65.056;12,30 €;266.210;9,00 €;Di
18.08.2023;2;16;22;28;46;4;8;37.354.106,00 €;1;10.000.000,00 €;8;200.778,30 €;12;75.486,40 €;57;2.621,30 €;713;261,90 €;2.127;99,70 €;1.429;99,70 €;28.284;17,50 €;29.286;17,50 €;58.031;17,30 €;147.935;9,10 €;403.939;9,10 €;Fr
22.08.2023;8;40;41;46;47;3;11;22.371.022,00 €;0;0,00 €;3;320.651,30 €;2;271.248,60 €;13;6.883,30 €;211;530,10 €;545;225,70 €;592;151,10 €;8.642;33,00 €;11.275;28,20 €;26.654;22,60 €;50.627;14,90 €;182.312;12,40 €;Di
25.08.2023;2;5;11;27;38;10;12;37.954.412,00 €;0;0,00 €;4;408.009,90 €;10;92.039,40 €;24;6.325,70 €;588;322,70 €;952;219,20 €;1.934;78,40 €;13.092;36,90 €;24.791;21,80 €;81.453;15,40 €;67.412;15,40 €;333.906;11,50 €;Fr
29.08.2023;14;18;20;39;42;6;9;24.906.382,00 €;0;0,00 €;2;535.487,20 €;3;201.326,50 €;27;3.689,80 €;379;328,50 €;985;139,00 €;841;118,40 €;14.459;21,90 €;17.219;20,60 €;37.358;18,00 €;75.849;11,00 €;252.237;10,00 €;Di
01.09.2023;1;13;16;23;27;10;11;41.633.300,00 €;0;0,00 €;4;447.557,90 €;4;252.401,80 €;21;7.930,10 €;596;349,20 €;948;241,50 €;1.912;87,00 €;13.882;38,20 €;26.215;22,60 €;82.589;16,50 €;70.137;16,50 €;371.856;11,30 €;Fr
05.09.2023;9;11;13;15;25;4;9;27.895.394,00 €;0;0,00 €;3;399.833,90 €;6;112.743,80 €;32;3.486,90 €;687;203,00 €;1.461;105,00 €;1.386;80,50 €;20.707;17,10 €;25.320;15,60 €;52.491;14,30 €;99.990;9,40 €;335.764;8,40 €;Di
08.09.2023;21;29;31;46;49;5;6;44.001.334,00 €;0;0,00 €;3;630.685,70 €;5;213.406,40 €;28;6.285,90 €;615;357,70 €;1.382;175,10 €;1.215;144,80 €;21.084;26,60 €;27.679;22,60 €;57.282;20,70 €;117.624;12,60 €;431.358;10,30 €;Fr
12.09.2023;5;13;43;45;50;1;10;29.491.242,00 €;0;0,00 €;2;634.061,70 €;2;357.581,30 €;28;4.213,00 €;399;369,50 €;946;171,40 €;886;133,10 €;13.594;27,60 €;17.882;23,50 €;43.370;18,30 €;69.518;14,30 €;269.896;11,00 €;Di
15.09.2023;3;8;10;31;36;2;3;47.096.840,00 €;0;0,00 €;5;405.032,80 €;4;285.524,50 €;37;5.091,50 €;841;280,00 €;1.725;150,10 €;1.521;123,80 €;24.977;24,00 €;39.046;17,70 €;70.211;17,70 €;127.192;12,40 €;560.067;8,50 €;Fr
19.09.2023;8;18;26;38;39;4;12;32.954.278,00 €;1;65.950.426,80 €;18;100.735,20 €;4;100.735,20 €;16;8.238,50 €;535;307,90 €;857;211,40 €;1.256;104,90 €;12.437;33,70 €;22.969;20,40 €;57.631;16,00 €;66.845;16,00 €;319.047;10,40 €;Di
22.09.2023;14;24;31;44;45;7;11;36.837.752,00 €;0;0,00 €;1;1.584.023,30 €;5;178.663,00 €;28;5.262,50 €;485;379,70 €;851;238,00 €;1.085;135,80 €;13.071;35,90 €;22.467;23,30 €;53.866;18,40 €;70.773;17,50 €;335.093;11,10 €;Fr
26.09.2023;23;24;38;42;44;1;10;22.768.152,00 €;0;0,00 €;0;0,00 €;7;78.875,30 €;10;9.107,20 €;306;372,00 €;724;172,90 €;780;116,70 €;9.563;30,30 €;14.122;22,90 €;36.982;16,60 €;51.903;14,80 €;202.674;11,40 €;Di
29.09.2023;14;24;29;45;48;3;9;39.163.328,00 €;0;0,00 €;3;887.684,50 €;7;135.672,90 €;27;5.801,90 €;573;341,70 €;1.554;139,10 €;1.120;139,10 €;25.408;20,40 €;26.352;20,40 €;53.903;19,60 €;143.618;9,70 €;400.841;9,70 €;Fr
03.10.2023;13;28;29;31;47;8;9;24.832.022,00 €;0;0,00 €;3;355.925,60 €;3;200.725,50 €;20;4.966,40 €;441;281,50 €;821;166,30 €;880;112,80 €;11.522;27,40 €;19.553;18,00 €;38.741;17,30 €;60.006;13,90 €;274.439;9,10 €;Di
06.10.2023;17;18;40;43;50;9;11;41.639.052,00 €;0;0,00 €;2;895.239,60 €;4;252.436,70 €;13;12.812,00 €;415;501,60 €;896;255,50 €;1.111;149,90 €;13.552;39,10 €;21.683;27,30 €;55.099;20,40 €;76.039;18,40 €;342.456;12,30 €;Fr
10.10.2023;7;8;12;21;43;4;11;28.167.286,00 €;0;0,00 €;1;1.211.193,60 €;7;97.579,50 €;20;5.633,40 €;451;312,20 €;872;177,60 €;1.264;89,10 €;12.301;29,10 €;21.024;19,00 €;54.596;14,60 €;62.544;14,60 €;293.521;9,70 €;Di
13.10.2023;16;23;30;37;41;2;9;50.409.342,00 €;1;54.233.217,90 €;6;361.266,90 €;12;101.868,80 €;54;3.734,00 €;912;276,30 €;2.116;131,00 €;2.004;100,60 €;29.096;22,00 €;36.266;19,80 €;77.772;17,50 €;155.231;10,90 €;508.465;10,00 €;Fr
17.10.2023;6;8;42;49;50;3;5;22.638.932,00 €;0;0,00 €;3;324.491,30 €;2;274.497,00 €;8;11.319,40 €;231;490,00 €;495;179,10 €;594;152,40 €;12.377;23,60 €;13.501;23,60 €;28.988;21,00 €;72.117;10,50 €;226.993;10,10 €;Di
20.10.2023;11;16;22;34;46;2;5;37.258.916,00 €;0;0,00 €;8;200.266,60 €;10;90.352,80 €;51;2.922,20 €;824;226,00 €;1.670;122,70 €;1.634;91,20 €;22.868;20,70 €;29.893;17,70 €;61.221;16,40 €;117.422;10,70 €;409.928;9,20 €;Fr
24.10.2023;5;14;35;40;47;1;3;23.845.332,00 €;0;0,00 €;2;534.532,80 €;1;534.532,80 €;12;7.948,40 €;334;356,90 €;672;195,10 €;758;125,80 €;10.186;29,80 €;14.986;22,60 €;33.356;19,30 €;58.354;13,70 €;228.636;10,50 €;Di
27.10.2023;6;13;15;20;40;2;8;40.381.956,00 €;0;0,00 €;2;868.212,00 €;3;326.420,80 €;26;6.212,60 €;565;357,30 €;1.743;127,40 €;1.274;126,70 €;25.833;20,00 €;28.546;20,00 €;59.637;18,20 €;140.570;9,60 €;424.835;9,60 €;Fr
31.10.2023;6;15;21;34;48;1;5;27.374.330,00 €;1;35.268.799,20 €;3;392.365,30 €;8;82.978,40 €;17;6.441,00 €;476;287,50 €;955;157,60 €;1.100;99,50 €;12.562;27,70 €;18.367;21,20 €;42.369;17,40 €;67.034;13,70 €;266.141;10,40 €;Di
03.11.2023;6;21;23;31;39;1;5;35.849.410,00 €;0;0,00 €;5;308.304,90 €;12;72.445,60 €;21;6.828,40 €;576;311,10 €;1.302;151,40 €;1.214;118,10 €;18.394;24,80 €;24.892;20,50 €;55.286;17,50 €;94.674;12,70 €;365.824;9,90 €;Fr
07.11.2023;26;36;43;47;49;4;7;23.200.502,00 €;0;0,00 €;1;997.621,50 €;1;562.612,10 €;22;4.218,20 €;325;356,90 €;987;134,20 €;655;134,20 €;15.224;21,00 €;14.490;21,00 €;31.135;20,10 €;86.584;10,00 €;225.042;10,00 €;Di
10.11.2023;1;17;22;29;31;5;6;38.904.755,00 €;0;0,00 €;6;278.817,40 €;6;157.240,00 €;24;6.484,10 €;626;310,70 €;1.444;148,10 €;1.295;120,10 €;21.099;23,50 €;29.312;18,90 €;59.826;17,50 €;108.140;12,10 €;423.960;9,30 €;Fr
14.11.2023;9;30;34;38;48;2;3;25.451.212,00 €;0;0,00 €;1;1.094.402,10 €;2;308.595,90 €;17;5.988,50 €;337;377,60 €;745;187,80 €;890;114,30 €;11.190;28,90 €;16.958;21,30 €;34.444;19,90 €;63.741;13,40 €;262.226;9,80 €;Di
17.11.2023;4;14;15;20;28;7;9;41.209.856,00 €;1;36.524.877,00 €;5;354.404,70 €;6;166.556,50 €;43;3.833,40 €;770;267,50 €;1.659;136,60 €;1.467;112,30 €;23.436;22,40 €;32.841;17,80 €;65.988;16,80 €;121.062;11,40 €;470.497;8,80 €;Fr
21.11.2023;9;20;21;22;38;3;12;21.558.492,00 €;0;0,00 €;1;927.015,10 €;7;74.684,70 €;10;8.623,30 €;304;354,50 €;593;199,90 €;722;119,40 €;8.718;31,50 €;14.696;20,90 €;35.294;16,40 €;44.732;16,20 €;215.378;10,10 €;Di
